排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,灯花笑 上季,1270693,37614,11,0,第4集,94733
2,虚拟偶像团综丨《去世界尽头》,3575259,47028,25,0,嘉宾观察室顾子尧篇·“顾拿拉”养成手记,94354
3,你的雪人能活多久 第一季,219858,32472,3,0,预告 · 1214宇宙,93787
4,愚蠢的有钱人 全一季,59879,4411,6,0,第一集·人在京大，刚下火车,94873
5,解瘾,191217,11429,12,0,花絮1❃假如容先生不会抽烟,94782
6,宋玉章 第一季,1581637,32941,7,0,倒计时肆 · 聂雪屏×宋玉章,86589
7,囚于永夜,293345,12465,199,161,番外 少爷的生日7,94916
8,茱丽叶塔 全一季,11846,2244,3,0,「预告2」世上最美丽的一朵玫瑰花,95106
9,满城衣冠 全一季,1793858,49661,17,3,第5集 · 不疯魔不成活,90878
10,炽火难熄 全一季,84481,12473,5,0,第一集 · 相遇,94917
11,赤霞珠,7337,2421,1,0,剧情预告,95114
12,清白之年,210420,10745,10,0,第二集·在我透明的忧伤中,94838
13,理想型,1025278,15370,48,28,39·让我追你,93439
14,再世权臣 第三季（下）,729744,23542,19,11,第十一集 ·  仍佑河山,93437
15,绰约,1941837,31280,28,3,律法小贴士·5则,86680
16,奇洛李维斯回信 番外篇,1053592,67332,3,2,番外 ·  庆生宴,93420
17,搭界 第一季,255911,13829,10,2,花絮 01,94617
18,娑婆,1409227,34908,20,11,第十一集,93178
19,沉浮事,125380,9179,8,0,倒计时壹·相守,94775
20,谁来言说夜晚 上季,845268,13526,43,17,第34集,94321
21,精神科医生神经了,319104,14129,29,11,处方八✫劳拉西泮（下）,93567
22,嫡谋·第一季,244587,7269,10,2,第五集 · 「冰河落子」,94462
23,错登科  第一季,51310,3308,6,0,第二集·拜舅姑,94787
24,恒星时刻 第一季,211789,37901,1,0,歌曲《狮心》（Live）,94789
25,入蛊 全一季,855411,20397,22,14,Ⱄⱄᐝ白噪音·逍遥居,93646
26,蜉蝣,819992,24723,25,10,ೀ˖˚视频花絮02,93202
27,欲言难止,617052,19192,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
28,叛臣,108784,9272,13,5,小剧场 · 季衍,94684
29,只想和你好好的,338140,8058,15,5,✧ 第七期 ✧,94176
30,秋燥 第一季,460216,15830,17,6,第九集,93438
